"record_id","partition"
"RW0166","training"
"RW0167","training"
"RW0168","training"
"RW0169","training"
"RW0170","training"
"RW0171","training"
"RW0172","training"
"RW0173","training"
"RW0174","training"
"RW0175","holdout"
"RW0176","holdout"
"RW0177","training"
"RW0178","training"
"RW0179","training"
"RW0180","training"
"RW0181","training"
"RW0182","training"
"RW0183","training"
"RW0184","training"
"RW0185","training"
"RW0186","holdout"
"RW0187","holdout"
"RW0188","training"
"RW0189","holdout"
"RW0190","training"
"RW0191","training"
"RW0192","training"
"RW0193","training"
"RW0194","holdout"
"RW0195","holdout"
"RW0196","training"
"RW0197","training"
"RW0198","holdout"
"RW0199","training"
"RW0200","training"
"RW0201","holdout"
"RW0202","training"
"RW0203","training"
"RW0204","training"
"RW0205","training"
"RW0206","training"
"RW0207","training"
"RW0208","holdout"
"RW0209","training"
"RW0210","holdout"
"RW0211","training"
"RW0212","holdout"
"RW0213","holdout"
"RW0214","holdout"
"RW0215","holdout"
"RW0216","training"
"RW0217","training"
"RW0218","training"
"RW0219","training"
"RW0220","training"
"RW0221","training"
"RW0222","holdout"
"RW0223","training"
"RW0224","training"
"RW0225","training"
"RW0226","training"
"RW0227","training"
"RW0228","training"
"RW0229","training"
"RW0230","training"
"RW0231","training"
"RW0232","training"
"RW0233","training"
"RW0234","training"
"RW0235","training"
"RW0236","training"
"RW0237","training"
"RW0238","training"
"RW0239","training"
"RW0240","training"
"RW0241","holdout"
"RW0242","holdout"
"RW0243","training"
"RW0244","training"
"RW0245","training"
"RW0246","holdout"
"RW0247","training"
"RW0248","holdout"
"RW0249","training"
"RW0250","holdout"
"RW0251","holdout"
"RW0252","training"
"RW0253","training"
"RW0254","training"
"RW0255","training"
"RW0256","training"
"RW0257","holdout"
"RW0258","training"
"RW0259","training"
"RW0260","training"
"RW0261","training"
"RW0262","training"
"RW0263","training"
"RW0264","training"
"RW0265","holdout"
"RW0266","training"
"RW0267","holdout"
"RW0268","training"
"RW0269","training"
"RW0270","training"
"RW0271","training"
"RW0272","holdout"
"RW0273","training"
"RW0274","holdout"
"RW0275","training"
"RW0276","training"
"RW0277","training"
"RW0278","holdout"
"RW0279","training"
"RW0280","training"
"RW0281","holdout"
"RW0282","training"
"RW0283","training"
"RW0284","training"
"RW0285","training"
"RW0286","training"
"RW0287","training"
"RW0288","training"
"RW0289","training"
"RW0290","training"
"RW0291","training"
"RW0292","training"
"RW0293","training"
"RW0294","training"
"RW0295","training"
"RW0296","training"
"RW0297","training"
"RW0298","training"
"RW0299","training"
"RW0300","training"
"RW0301","training"
"RW0302","training"
"RW0303","holdout"
"RW0304","training"
"RW0305","training"
"RW0306","training"
"RW0307","training"
"RW0308","training"
"RW0309","training"
"RW0310","holdout"
"RW0311","training"
"RW0312","holdout"
"RW0313","training"
"RW0314","holdout"
"RW0315","training"
"RW0316","training"
"RW0317","training"
"RW0318","training"
"RW0319","training"
"RW0320","training"
"RW0321","training"
"RW0322","holdout"
"RW0323","holdout"
"RW0324","training"
"RW0325","training"
"RW0326","training"
"RW0327","training"
"RW0328","training"
"RW0329","training"
"RW0330","training"
"RW0331","training"
"RW0332","training"
"RW0333","training"
"RW0334","training"
"RW0335","training"
"RW0336","training"
"RW0337","training"
"RW0338","holdout"
"RW0339","training"
"RW0340","training"
"RW0341","training"
"RW0342","holdout"
"RW0343","training"
"RW0344","training"
"RW0345","training"
"RW0346","training"
"RW0347","training"
"RW0348","holdout"
"RW0349","training"
"RW0350","training"
"RW0351","training"
"RW0352","training"
"RW0353","holdout"
"RW0354","training"
"RW0355","training"
"RW0356","training"
"RW0357","holdout"
"RW0358","training"
"RW0359","training"
"RW0360","training"
"RW0361","training"
"RW0362","training"
"RW0363","training"
"RW0364","holdout"
"RW0365","training"
"RW0366","training"
"RW0367","training"
"RW0368","training"
"RW0369","training"
"RW0370","training"
"RW0371","training"
"RW0372","holdout"
"RW0373","training"
"RW0374","holdout"
"RW0375","training"
"RW0376","training"
"RW0377","training"
"RW0378","training"
"RW0379","training"
"RW0380","holdout"
"RW0381","training"
"RW0382","training"
"RW0383","training"
"RW0384","training"
"RW0385","holdout"
"RW0386","holdout"
"RW0387","training"
"RW0388","training"
"RW0389","training"
"RW0390","training"
"RW0391","training"
"RW0392","training"
"RW0393","training"
"RW0394","training"
"RW0395","training"
"RW0396","training"
"RW0397","training"
"RW0398","training"
"RW0399","training"
"RW0400","training"
"RW0401","training"
"RW0402","training"
"RW0403","training"
"RW0404","holdout"
"RW0405","training"
"RW0406","training"
"RW0407","training"
"RW0408","training"
"RW0409","training"
"RW0410","training"
"RW0411","holdout"
"RW0412","holdout"
"RW0413","training"
"RW0414","holdout"
"RW0415","training"
"RW0416","training"
"RW0417","training"
"RW0418","training"
"RW0419","training"
"RW0420","training"
"RW0421","training"
"RW0422","training"
"RW0423","training"
"RW0424","holdout"
"RW0425","training"
"RW0426","holdout"
"RW0427","training"
"RW0428","training"
"RW0429","training"
"RW0430","training"
"RW0431","holdout"
"RW0432","training"
"RW0433","training"
"RW0434","holdout"
"RW0435","training"
"RW0436","training"
"RW0437","training"
"RW0438","training"
"RW0439","training"
"RW0440","training"
"RW0441","training"
"RW0442","training"
"RW0443","training"
"RW0444","training"
"RW0445","training"
"RW0446","training"
"RW0447","training"
"RW0448","training"
"RW0449","holdout"
"RW0450","training"
"RW0451","training"
"RW0452","training"
"RW0453","training"
"RW0454","training"
"RW0455","training"
"RW0456","training"
"RW0457","training"
"RW0458","holdout"
"RW0459","training"
"RW0460","training"
"RW0461","holdout"
"RW0462","training"
"RW0463","training"
"RW0464","training"
"RW0465","training"
"RW0466","training"
"RW0467","training"
"RW0468","training"
"RW0469","training"
"RW0470","training"
"RW0471","training"
"RW0472","holdout"
"RW0473","training"
"RW0474","training"
"RW0475","training"
"RW0476","training"
"RW0477","training"
"RW0478","training"
"RW0479","training"
"RW0480","training"
"RW0481","training"
"RW0482","training"
"RW0483","training"
"RW0484","training"
"RW0485","training"
"RW0486","training"
"RW0487","holdout"
"RW0488","training"
"RW0489","training"
"RW0490","training"
"RW0491","holdout"
"RW0492","holdout"
"RW0493","training"
"RW0494","training"
"RW0495","training"
"RW0496","training"
"RW0497","training"
"RW0498","training"
"RW0499","training"
"RW0500","training"
"RW0501","training"
"RW0502","training"
"RW0503","training"
"RW0504","training"
"RW0505","training"
"RW0506","training"
"RW0507","training"
"RW0508","holdout"
"RW0509","training"
"RW0510","training"
"RW0511","training"
"RW0512","holdout"
"RW0513","training"
"RW0514","training"
"RW0515","training"
"RW0516","holdout"
"RW0517","training"
"RW0518","training"
"RW0519","training"
"RW0520","training"
"RW0521","training"
"RW0522","training"
"RW0523","training"
"RW0524","training"
"RW0525","holdout"
"RW0526","holdout"
"RW0527","training"
"RW0528","training"
"RW0529","holdout"
"RW0530","training"
"RW0531","training"
"RW0532","training"
"RW0533","holdout"
"RW0534","training"
"RW0535","training"
"RW0536","training"
"RW0537","training"
"RW0538","training"
"RW0539","training"
"RW0540","training"
"RW0541","training"
"RW0542","holdout"
"RW0543","training"
"RW0544","holdout"
"RW0545","holdout"
"RW0546","training"
"RW0547","holdout"
"RW0548","training"
"RW0549","training"
"RW0550","holdout"
"RW0551","training"
"RW0552","training"
"RW0553","holdout"
"RW0554","training"
"RW0555","training"
"RW0556","training"
"RW0557","training"
"RW0558","training"
"RW0559","training"
"RW0560","holdout"
"RW0561","training"
"RW0562","training"
"RW0563","training"
"RW0564","training"
"RW0565","training"
"RW0566","training"
"RW0567","training"
"RW0568","training"
"RW0569","training"
"RW0570","training"
"RW0571","holdout"
"RW0572","training"
"RW0573","training"
"RW0574","training"
"RW0575","training"
"RW0576","holdout"
"RW0577","training"
"RW0578","training"
"RW0579","training"
"RW0580","training"
"RW0581","holdout"
"RW0582","holdout"
"RW0583","training"
"RW0584","training"
"RW0585","training"
"RW0586","holdout"
"RW0587","training"
"RW0588","holdout"
"RW0589","training"
"RW0590","training"
"RW0591","training"
"RW0592","training"
"RW0593","training"
"RW0594","training"
"RW0595","training"
"RW0596","training"
"RW0597","holdout"
"RW0598","training"
"RW0599","holdout"
"RW0600","training"
"RW0601","training"
"RW0602","training"
"RW0603","training"
"RW0604","training"
"RW0605","training"
"RW0606","training"
"RW0607","training"
"RW0608","training"
"RW0609","training"
"RW0610","training"
"RW0611","training"
"RW0612","holdout"
"RW0613","training"
"RW0614","training"
"RW0615","training"
"RW0616","training"
"RW0617","training"
"RW0618","training"
"RW0619","training"
"RW0620","training"
"RW0621","training"
"RW0622","training"
"RW0623","training"
"RW0624","training"
"RW0625","training"
"RW0626","training"
"RW0627","training"
"RW0628","training"
"RW0629","training"
"RW0630","training"
"RW0631","training"
"RW0632","training"
"RW0633","holdout"
"RW0634","training"
"RW0635","training"
"RW0636","training"
"RW0637","training"
"RW0638","training"
"RW0639","holdout"
"RW0640","holdout"
"RW0641","training"
"RW0642","training"
"RW0643","training"
"RW0644","training"
"RW0645","holdout"
"RW0646","holdout"
"RW0647","training"
"RW0648","holdout"
"RW0649","training"
"RW0650","training"
"RW0651","training"
"RW0652","training"
"RW0653","training"
"RW0654","training"
"RW0655","holdout"
"RW0656","training"
"RW0657","training"
"RW0658","training"
"RW0659","holdout"
"RW0660","holdout"
"RW0661","holdout"
"RW0662","training"
"RW0663","training"
"RW0664","training"
"RW0665","holdout"
"RW0666","training"
"RW0667","training"
"RW0668","training"
"RW0669","training"
"RW0670","training"
"RW0671","training"
"RW0672","training"
"RW0673","training"
"RW0674","training"
"RW0675","training"
"RW0676","training"
"RW0677","training"
"RW0678","training"
"RW0679","training"
"RW0680","training"
"RW0681","holdout"
"RW0682","training"
"RW0683","training"
"RW0684","training"
"RW0685","holdout"
"RW0686","training"
"RW0687","training"
"RW0688","training"
"RW0689","training"
"RW0690","training"
"RW0691","holdout"
"RW0692","training"
"RW0693","holdout"
"RW0694","training"
"RW0695","holdout"
"RW0696","holdout"
"RW0697","training"
"RW0698","training"
"RW0699","training"
"RW0700","training"
"RW0701","training"
"RW0702","training"
"RW0703","training"
"RW0704","training"
"RW0705","training"
"RW0706","training"
"RW0707","training"
"RW0708","training"
"RW0709","training"
"RW0710","training"
"RW0711","training"
"RW0712","holdout"
"RW0713","training"
"RW0714","training"
"RW0715","training"
"RW0716","training"
"RW0717","training"
"RW0718","training"
"RW0719","holdout"
"RW0720","holdout"
"RW0721","training"
"RW0722","training"
"RW0723","training"
"RW0724","holdout"
"RW0725","training"
"RW0726","training"
"RW0727","training"
"RW0728","training"
"RW0729","training"
"RW0730","training"
"RW0731","holdout"
"RW0732","training"
"RW0733","training"
"RW0734","holdout"
"RW0735","training"
"RW0736","holdout"
"RW0737","holdout"
"RW0738","training"
"RW0739","training"
"RW0740","training"
"RW0741","holdout"
"RW0742","training"
"RW0743","training"
"RW0744","training"
"RW0745","training"
"RW0746","training"
"RW0747","holdout"
"RW0748","training"
"RW0749","training"
"RW0750","holdout"
"RW0751","training"
"RW0752","holdout"
"RW0753","training"
"RW0754","training"
"RW0755","training"
"RW0756","holdout"
"RW0757","training"
"RW0758","training"
"RW0759","holdout"
"RW0760","training"
"RW0761","holdout"
"RW0762","holdout"
"RW0763","training"
"RW0764","holdout"
"RW0765","training"
"RW0766","training"
"RW0767","training"
"RW0768","training"
"RW0769","training"
"RW0770","training"
"RW0771","training"
"RW0772","training"
"RW0773","training"
"RW0774","training"
"RW0775","training"
"RW0776","training"
"RW0777","holdout"
"RW0778","training"
"RW0779","training"
"RW0780","training"
"RW0781","training"
"RW0782","training"
"RW0783","training"
"RW0784","training"
"RW0785","training"
"RW0786","holdout"
"RW0787","training"
"RW0788","training"
"RW0789","training"
"RW0790","training"
"RW0791","training"
"RW0792","training"
"RW0793","training"
"RW0794","training"
"RW0795","holdout"
"RW0796","training"
"RW0797","training"
"RW0798","holdout"
"RW0799","training"
"RW0800","training"
"RW0801","training"
"RW0802","holdout"
"RW0803","holdout"
"RW0804","training"
"RW0805","training"
"RW0806","training"
"RW0807","training"
"RW0808","holdout"
"RW0809","training"
"RW0810","training"
"RW0811","holdout"
"RW0812","training"
"RW0813","training"
"RW0814","training"
"RW0815","holdout"
"RW0816","training"
"RW0817","training"
"RW0818","training"
"RW0819","training"
"RW0820","holdout"
"RW0821","training"
"RW0822","training"
"RW0823","training"
"RW0824","training"
"RW0825","training"
"RW0826","training"
"RW0827","holdout"
"RW0828","training"
"RW0829","training"
"RW0830","training"
"RW0831","training"
"RW0832","training"
"RW0833","training"
"RW0834","training"
"RW0835","training"
"RW0836","training"
"RW0837","holdout"
"RW0838","training"
"RW0839","training"
"RW0840","training"
"RW0841","training"
"RW0842","training"
"RW0843","holdout"
"RW0844","holdout"
"RW0845","training"
"RW0846","training"
"RW0847","training"
"RW0848","training"
"RW0849","training"
"RW0850","training"
"RW0851","training"
"RW0852","training"
"RW0853","training"
"RW0854","training"
"RW0855","holdout"
"RW0856","training"
"RW0857","training"
"RW0858","holdout"
"RW0859","training"
"RW0860","training"
"RW0861","holdout"
"RW0862","holdout"
"RW0863","training"
"RW0864","training"
"RW0865","training"
"RW0866","training"
"RW0867","training"
"RW0868","training"
"RW0869","training"
"RW0870","training"
"RW0871","training"
"RW0872","training"
"RW0873","training"
"RW0874","training"
"RW0875","training"
"RW0876","training"
"RW0877","training"
"RW0878","training"
"RW0879","holdout"
"RW0880","holdout"
"RW0881","training"
"RW0882","training"
"RW0883","holdout"
"RW0884","holdout"
"RW0885","training"
"RW0886","training"
"RW0887","training"
"RW0888","training"
"RW0889","training"
"RW0890","training"
"RW0891","holdout"
"RW0892","training"
"RW0893","training"
"RW0894","training"
"RW0895","training"
"RW0896","training"
"RW0897","training"
"RW0898","training"
"RW0899","training"
"RW0900","training"
"RW0901","training"
"RW0902","training"
"RW0903","training"
"RW0904","training"
"RW0905","training"
"RW0906","training"
"RW0907","training"
"RW0908","training"
"RW0909","training"
"RW0910","training"
"RW0911","training"
"RW0912","holdout"
"RW0913","training"
"RW0914","training"
"RW0915","training"
"RW0916","holdout"
"RW0917","holdout"
"RW0918","holdout"
"RW0919","training"
"RW0920","training"
"RW0921","training"
"RW0922","holdout"
"RW0923","training"
"RW0924","training"
"RW0925","training"
"RW0926","holdout"
"RW0927","training"
"RW0928","holdout"
"RW0929","training"
"RW0930","training"
"RW0931","training"
"RW0932","training"
"RW0933","training"
"RW0934","training"
"RW0935","training"
"RW0936","training"
"RW0937","training"
"RW0938","training"
"RW0939","training"
"RW0940","training"
"RW0941","training"
"RW0942","training"
"RW0943","training"
"RW0944","training"
"RW0945","training"
"RW0946","holdout"
"RW0947","training"
"RW0948","training"
"RW0949","training"
"RW0950","training"
"RW0951","training"
"RW0952","training"
"RW0953","training"
"RW0954","holdout"
"RW0955","training"
"RW0956","holdout"
"RW0957","training"
"RW0958","training"
"RW0959","holdout"
"RW0960","training"
"RW0961","holdout"
"RW0962","training"
"RW0963","training"
"RW0964","holdout"
"RW0965","training"
"RW0966","training"
"RW0967","training"
"RW0968","holdout"
"RW0969","training"
"RW0970","training"
"RW0971","training"
"RW0972","training"
"RW0973","holdout"
"RW0974","training"
"RW0975","training"
"RW0976","training"
"RW0977","training"
"RW0978","training"
"RW0979","training"
"RW0980","training"
"RW0981","training"
"RW0982","training"
"RW0983","training"
"RW0984","training"
"RW0985","training"
"RW0986","training"
"RW0987","training"
"RW0988","training"
"RW0989","holdout"
"RW0990","training"
"RW0991","training"
"RW0992","training"
"RW0993","holdout"
"RW0994","holdout"
"RW0995","training"
"RW0996","training"
"RW0997","training"
"RW0998","training"
"RW0999","training"
"RW1000","training"
"RW1001","holdout"
"RW1002","holdout"
"RW1003","training"
"RW1004","training"
"RW1005","training"
"RW1006","training"
"RW1007","training"
"RW1008","training"
"RW1009","training"
"RW1010","training"
"RW1011","training"
"RW1012","training"
"RW1013","training"
"RW1014","training"
"RW1015","holdout"
"RW1016","training"
"RW1017","training"
"RW1018","training"
"RW1019","training"
"RW1020","training"
"RW1021","training"
"RW1022","training"
"RW1023","training"
"RW1024","training"
"RW1025","training"
"RW1026","holdout"
"RW1027","training"
"RW1028","holdout"
"RW1029","training"
"RW1030","training"
"RW1031","training"
"RW1032","training"
"RW1033","training"
"RW1034","holdout"
"RW1035","training"
"RW1036","holdout"
"RW1037","training"
"RW1038","training"
"RW1039","training"
"RW1040","training"
"RW1041","holdout"
"RW1042","training"
"RW1043","training"
"RW1044","training"
"RW1045","holdout"
"RW1046","training"
"RW1047","training"
"RW1048","training"
"RW1049","training"
"RW1050","training"
"RW1051","training"
"RW1052","training"
"RW1053","holdout"
"RW1054","training"
"RW1055","training"
"RW1056","holdout"
"RW1057","training"
"RW1058","training"
"RW1059","training"
"RW1060","holdout"
"RW1061","holdout"
"RW1062","holdout"
"RW1063","training"
"RW1064","training"
"RW1065","training"
"RW1066","training"
"RW1067","training"
"RW1068","training"
"RW1069","training"
"RW1070","training"
"RW1071","training"
"RW1072","holdout"
"RW1073","training"
"RW1074","training"
"RW1075","training"
"RW1076","training"
"RW1077","training"
"RW1078","holdout"
"RW1079","training"
"RW1080","training"
"RW1081","holdout"
"RW1082","training"
"RW1083","training"
"RW1084","training"
"RW1085","training"
"RW1086","training"
"RW1087","training"
"RW1088","training"
"RW1089","holdout"
"RW1090","training"
"RW1091","training"
"RW1092","training"
"RW1093","training"
"RW1094","training"
"RW1095","training"
"RW1096","holdout"
"RW1097","training"
"RW1098","holdout"
"RW1099","training"
"RW1100","training"
"RW1101","training"
"RW1102","training"
"RW1103","training"
"RW1104","training"
"RW1105","holdout"
"RW1106","holdout"
"RW1107","training"
"RW1108","holdout"
"RW1109","training"
"RW1110","holdout"
"RW1111","training"
"RW1112","training"
"RW1113","training"
"RW1114","training"
"RW1115","training"
"RW1116","training"
"RW1117","training"
"RW1118","training"
"RW1119","training"
"RW1120","holdout"
"RW1121","training"
"RW1122","training"
"RW1123","training"
"RW1124","training"
"RW1125","training"
"RW1126","training"
"RW1127","training"
"RW1128","training"
"RW1129","training"
"RW1130","training"
"RW1131","training"
"RW1132","training"
"RW1133","training"
"RW1134","training"
"RW1135","training"
"RW1136","training"
"RW1137","training"
"RW1138","holdout"
"RW1139","training"
"RW1140","training"
"RW1141","training"
"RW1142","holdout"
"RW1143","training"
"RW1144","training"
"RW1145","training"
"RW1146","training"
"RW1147","training"
"RW1148","training"
"RW1149","training"
"RW1150","training"
"RW1151","training"
"RW1152","training"
"RW1153","training"
"RW1154","holdout"
"RW1155","training"
"RW1156","training"
"RW1157","training"
"RW1158","training"
"RW1159","holdout"
"RW1160","training"
"RW1161","training"
"RW1162","training"
"RW1163","training"
"RW1164","training"
"RW1165","training"
"RW1166","training"
"RW1167","training"
"RW1168","holdout"
"RW1169","holdout"
"RW1170","training"
"RW1171","training"
"RW1172","training"
"RW1173","training"
"RW1174","holdout"
"RW1175","training"
"RW1176","training"
"RW1177","training"
"RW1178","training"
"RW1179","training"
"RW1180","training"
"RW1181","holdout"
"RW1182","training"
"RW1183","holdout"
"RW1184","holdout"
"RW1185","training"
"RW1186","training"
"RW1187","training"
"RW1188","training"
"RW1189","training"
"RW1190","training"
"RW1191","training"
"RW1192","holdout"
"RW1193","holdout"
"RW1194","holdout"
"RW1195","training"
"RW1196","training"
"RW1197","training"
"RW1198","training"
"RW1199","holdout"
"RW1200","holdout"
"RW1201","training"
"RW1202","training"
"RW1203","training"
"RW1204","training"
"RW1205","holdout"
"RW1206","training"
"RW1207","training"
"RW1208","training"
"RW1209","training"
"RW1210","training"
"RW1211","training"
"RW1212","training"
"RW1213","training"
"RW1214","training"
"RW1215","training"
"RW1216","training"
"RW1217","training"
"RW1218","training"
"RW1219","training"
"RW1220","training"
"RW1221","training"
"RW1222","holdout"
"RW1223","training"
"RW1224","holdout"
"RW1225","training"
"RW1226","holdout"
"RW1227","holdout"
"RW1228","training"
"RW1229","training"
"RW1230","training"
"RW1231","training"
"RW1232","training"
"RW1233","training"
"RW1234","training"
"RW1235","training"
"RW1236","training"
"RW1237","training"
"RW1238","training"
"RW1239","training"
"RW1240","holdout"
"RW1241","training"
"RW1242","training"
"RW1243","training"
"RW1244","training"
"RW1245","holdout"
"RW1246","training"
"RW1247","training"
"RW1248","training"
"RW1249","training"
"RW1250","training"
"RW1251","training"
"RW1252","training"
"RW1253","training"
"RW1254","holdout"
"RW1255","training"
"RW1256","training"
"RW1257","training"
"RW1258","holdout"
"RW1259","training"
"RW1260","training"
"RW1261","training"
"RW1262","training"
"RW1263","holdout"
"RW1264","holdout"
"RW1265","training"
"RW1266","holdout"
"RW1267","holdout"
"RW1268","holdout"
"RW1269","training"
"RW1270","training"
"RW1271","training"
"RW1272","training"
"RW1273","training"
"RW1274","training"
"RW1275","training"
"RW1276","training"
"RW1277","training"
"RW1278","training"
"RW1279","training"
"RW1280","training"
"RW1281","training"
"RW1282","training"
"RW1283","training"
"RW1284","training"
"RW1285","training"
"RW1286","training"
"RW1287","training"
"RW1288","training"
"RW1289","holdout"
"RW1290","training"
"RW1291","holdout"
"RW1292","training"
"RW1293","training"
"RW1294","training"
"RW1295","training"
"RW1296","training"
"RW1297","training"
"RW1298","training"
"RW1299","holdout"
"RW1300","training"
"RW1301","training"
"RW1302","training"
"RW1303","training"
"RW1304","holdout"
"RW1305","holdout"
"RW1306","training"
"RW1307","training"
"RW1308","training"
"RW1309","training"
"RW1310","training"
"RW1311","training"
"RW1312","training"
"RW1313","holdout"
"RW1314","training"
"RW1315","holdout"
"RW1316","holdout"
"RW1317","training"
"RW1318","training"
"RW1319","training"
"RW1320","training"
"RW1321","holdout"
"RW1322","training"
"RW1323","training"
"RW1324","holdout"
"RW1325","holdout"
"RW1326","training"
"RW1327","training"
"RW1328","training"
"RW1329","holdout"
"RW1330","training"
"RW1331","training"
"RW1332","training"
"RW1333","training"
"RW1334","training"
"RW1335","training"
"RW1336","training"
"RW1337","training"
"RW1338","training"
"RW1339","training"
"RW1340","training"
"RW1341","training"
"RW1342","training"
"RW1343","training"
"RW1344","training"
"RW1345","training"
"RW1346","training"
"RW1347","training"
"RW1348","training"
"RW1349","training"
"RW1350","training"
"RW1351","training"
"RW1352","training"
"RW1353","training"
"RW1354","holdout"
"RW1355","holdout"
"RW1356","training"
"RW1357","holdout"
"RW1358","training"
"RW1359","holdout"
